,gender,seniorcitizen,partner,dependents,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,phoneservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,cust-loyality,family_member,subscription_count
5468,Female,old,No,No,No,Fiber optic,No,No,No,No,Yes,No,7,Yes,Month-to-month,Yes,Electronic check,79.7,586.05,Yes,New,Single,1
5469,Male,old,No,No,No,Fiber optic,No,Yes,Yes,No,No,No,33,Yes,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,No,Loyal,Single,2
5470,Female,youth,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,71,Yes,Two year,No,Credit card (automatic),89.45,6435.25,No,Very Loyal,Married,3
5471,Female,old,No,No,Yes,Fiber optic,No,No,No,No,No,No,29,Yes,Month-to-month,Yes,Electronic check,74.2,1993.25,No,Loyal,Single,0
5472,Male,old,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,24,Yes,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,No,Loyal,Married With Dependents ,4
5473,Male,old,Yes,Yes,No,DSL,No,No,Yes,No,No,No,20,Yes,Month-to-month,Yes,Electronic check,49.6,939.8,No,Somewhat Loyal,Married With Dependents ,1
5474,Female,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,1,Yes,Month-to-month,Yes,Electronic check,84.6,84.6,No,New,Single,1
5475,Male,old,No,Yes,Yes,DSL,No,Yes,No,No,No,No,54,Yes,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,Yes,Very Loyal,Singe With Dependents,1
5476,Female,youth,No,No,No,Fiber optic,No,No,Yes,No,Yes,No,5,Yes,Month-to-month,Yes,Mailed check,84.85,415.55,Yes,New,Single,2
5477,Female,old,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,No,Very Loyal,Married With Dependents ,5
5478,Male,old,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,52,Yes,Two year,Yes,Electronic check,106.3,5487.0,No,Very Loyal,Married,6
5479,Female,old,No,No,No,Fiber optic,No,No,No,No,No,No,9,Yes,Month-to-month,No,Electronic check,69.05,651.5,No,New,Single,0
5480,Female,old,No,No,No,DSL,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,45.4,45.4,No,New,Single,0
5481,Male,youth,No,No,Yes,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,73.65,73.65,Yes,New,Single,0
5482,Male,old,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,33,Yes,One year,Yes,Mailed check,73.9,2405.05,Yes,Loyal,Married With Dependents ,4
5483,Female,old,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,55,Yes,Month-to-month,Yes,Electronic check,77.75,4458.15,Yes,Very Loyal,Married,1
5484,Male,old,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,69,Yes,Two year,Yes,Electronic check,99.35,6856.45,No,Very Loyal,Married With Dependents ,3
5485,Male,old,No,No,No,DSL,Yes,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,50.75,50.75,No,New,Single,1
5486,Male,old,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,54,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,No,Very Loyal,Single,5
5487,Male,old,No,Yes,No,No,No,No,No,No,No,No,33,Yes,One year,Yes,Mailed check,20.15,682.15,No,Loyal,Singe With Dependents,0
5488,Male,youth,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,45,Yes,One year,Yes,Bank transfer (automatic),98.7,4525.8,No,Loyal,Married,4
5489,Female,old,No,Yes,unknown,DSL,No,No,No,No,No,No,11,No,Month-to-month,No,Electronic check,25.2,321.05,No,New,Singe With Dependents,0
5490,Male,old,No,No,No,DSL,Yes,Yes,No,No,No,No,6,Yes,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,No,New,Single,2
5491,Male,old,No,No,No,DSL,Yes,No,Yes,No,Yes,No,21,Yes,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,No,Somewhat Loyal,Single,3
5492,Female,old,Yes,Yes,Yes,No,No,No,No,No,No,No,65,Yes,Two year,Yes,Bank transfer (automatic),25.3,1748.55,No,Very Loyal,Married With Dependents ,0
5493,Female,youth,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,6,Yes,Month-to-month,Yes,Electronic check,84.35,474.9,Yes,New,Married,1
5494,Female,old,No,No,No,Fiber optic,Yes,No,No,No,Yes,No,8,Yes,Month-to-month,No,Electronic check,84.95,668.4,Yes,New,Single,2
5495,Male,old,No,No,No,Fiber optic,No,No,No,Yes,No,No,11,Yes,Month-to-month,Yes,Electronic check,73.85,926.25,Yes,New,Single,1
5496,Male,old,Yes,Yes,Yes,No,No,No,No,No,No,No,43,Yes,Two year,No,Mailed check,24.25,1077.95,No,Loyal,Married With Dependents ,0
5497,Male,old,Yes,Yes,unknown,DSL,No,Yes,No,No,Yes,Yes,49,No,One year,Yes,Bank transfer (automatic),51.8,2541.25,Yes,Very Loyal,Married With Dependents ,3
5498,Female,youth,Yes,No,No,DSL,No,No,No,No,No,No,1,Yes,Month-to-month,No,Electronic check,46.0,46.0,Yes,New,Married,0
5499,Male,youth,No,No,No,Fiber optic,No,No,No,No,No,Yes,15,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,Yes,Somewhat Loyal,Single,1
5500,Male,old,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,60,Yes,Two year,No,Bank transfer (automatic),60.5,3694.45,No,Very Loyal,Married With Dependents ,3
5501,Male,old,No,No,unknown,DSL,No,No,No,No,No,No,17,No,Month-to-month,No,Credit card (automatic),25.1,382.8,No,Somewhat Loyal,Single,0
5502,Male,youth,Yes,No,No,Fiber optic,No,No,No,No,No,No,16,Yes,Month-to-month,Yes,Bank transfer (automatic),71.8,1167.8,Yes,Somewhat Loyal,Married,0
5503,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,35,Yes,One year,No,Bank transfer (automatic),20.05,746.75,No,Loyal,Married With Dependents ,0
5504,Male,youth,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,44,Yes,One year,No,Mailed check,88.4,3912.9,Yes,Loyal,Married,2
5505,Female,old,Yes,Yes,unknown,DSL,No,No,No,Yes,No,No,12,No,One year,No,Credit card (automatic),30.25,368.85,No,Somewhat Loyal,Married With Dependents ,1
5506,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,20.2,20.2,No,New,Single,0
5507,Female,old,No,No,No,DSL,Yes,Yes,No,Yes,No,No,28,Yes,One year,Yes,Electronic check,59.9,1654.7,No,Loyal,Single,3
5508,Male,old,Yes,No,Yes,No,No,No,No,No,No,No,70,Yes,Two year,No,Bank transfer (automatic),25.15,1940.85,No,Very Loyal,Married,0
5509,Female,old,No,Yes,No,DSL,No,No,No,No,No,No,5,Yes,Month-to-month,No,Mailed check,46.0,221.7,Yes,New,Singe With Dependents,0
5510,Male,old,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,18,Yes,Month-to-month,No,Credit card (automatic),101.3,1794.65,No,Somewhat Loyal,Single,4
5511,Male,old,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,70,Yes,Two year,Yes,Credit card (automatic),76.95,5289.8,No,Very Loyal,Married,4
5512,Female,old,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,9,Yes,Month-to-month,Yes,Mailed check,55.3,501.2,No,New,Married With Dependents ,1
5513,Female,youth,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,67,Yes,Two year,Yes,Bank transfer (automatic),92.45,6140.85,No,Very Loyal,Single,4
5514,Female,old,No,No,No,DSL,Yes,No,No,No,No,No,1,Yes,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,No,New,Single,1
5515,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,18,Yes,Two year,No,Mailed check,19.35,309.25,No,Somewhat Loyal,Married With Dependents ,0
5516,Male,old,No,No,Yes,DSL,No,No,No,No,No,No,4,Yes,Month-to-month,No,Credit card (automatic),51.75,201.1,Yes,New,Single,0
5517,Male,youth,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,71,Yes,One year,Yes,Bank transfer (automatic),86.7,6179.35,No,Very Loyal,Married With Dependents ,3
5518,Male,old,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,30,Yes,Month-to-month,Yes,Electronic check,94.4,2838.7,Yes,Loyal,Married With Dependents ,3
5519,Male,old,Yes,No,No,DSL,Yes,No,Yes,No,No,No,1,Yes,Month-to-month,No,Mailed check,55.7,55.7,No,New,Married,2
5520,Female,old,No,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,55,Yes,One year,Yes,Credit card (automatic),84.25,4589.85,No,Very Loyal,Single,2
5521,Male,old,No,No,No,DSL,No,No,Yes,Yes,Yes,No,59,Yes,Month-to-month,Yes,Electronic check,64.65,3735.45,No,Very Loyal,Single,3
5522,Female,old,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,70.15,70.15,Yes,New,Single,0
5523,Female,old,Yes,No,No,Fiber optic,No,No,No,No,No,No,7,Yes,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55,No,New,Married,0
5524,Male,old,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,45,Yes,Two year,No,Bank transfer (automatic),54.65,2553.7,No,Loyal,Married With Dependents ,2
5525,Female,old,Yes,Yes,Yes,No,No,No,No,No,No,No,54,Yes,One year,Yes,Bank transfer (automatic),24.75,1342.15,No,Very Loyal,Married With Dependents ,0
5526,Male,old,Yes,Yes,Yes,No,No,No,No,No,No,No,51,Yes,One year,Yes,Mailed check,23.95,1216.35,No,Very Loyal,Married With Dependents ,0
5527,Female,youth,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,72,Yes,One year,No,Credit card (automatic),105.0,7578.05,No,Very Loyal,Married,4
5528,Male,old,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,44,Yes,One year,Yes,Bank transfer (automatic),59.85,2603.95,No,Loyal,Married,3
5529,Male,old,No,No,No,No,No,No,No,No,No,No,2,Yes,Month-to-month,No,Mailed check,20.05,42.7,No,New,Single,0
5530,Female,old,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,66,Yes,One year,Yes,Bank transfer (automatic),92.15,6056.9,No,Very Loyal,Single,2
5531,Male,old,Yes,Yes,unknown,DSL,Yes,Yes,No,No,Yes,No,68,No,One year,No,Mailed check,44.8,2983.65,No,Very Loyal,Married With Dependents ,3
5532,Female,old,No,No,No,No,No,No,No,No,No,No,31,Yes,Two year,No,Credit card (automatic),20.9,689.35,No,Loyal,Single,0
5533,Female,youth,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,21,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,No,Somewhat Loyal,Single,2
5534,Male,old,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,21,Yes,Month-to-month,No,Electronic check,80.35,1747.2,No,Somewhat Loyal,Singe With Dependents,1
5535,Female,old,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,55,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95,No,Very Loyal,Married With Dependents ,5
5536,Male,old,No,No,unknown,DSL,No,No,No,No,Yes,No,9,No,Month-to-month,Yes,Credit card (automatic),34.7,296.1,Yes,New,Single,1
5537,Male,youth,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,71,Yes,Two year,Yes,Bank transfer (automatic),115.05,8016.6,No,Very Loyal,Married,6
5538,Female,old,No,No,No,Fiber optic,No,No,No,No,No,Yes,1,Yes,Month-to-month,Yes,Electronic check,81.1,81.1,Yes,New,Single,1
5539,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,22,Yes,One year,No,Mailed check,19.95,433.5,No,Somewhat Loyal,Married With Dependents ,0
5540,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,20.55,20.55,Yes,New,Married With Dependents ,0
5541,Female,old,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,61,Yes,Two year,Yes,Electronic check,106.6,6428.4,Yes,Very Loyal,Single,4
5542,Female,old,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,67,Yes,Two year,No,Bank transfer (automatic),86.15,5883.85,No,Very Loyal,Married,5
5543,Female,youth,No,No,No,Fiber optic,Yes,Yes,No,No,No,No,14,Yes,Month-to-month,No,Electronic check,78.85,1043.8,No,Somewhat Loyal,Single,2
5544,Male,old,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,59,Yes,Month-to-month,Yes,Electronic check,106.75,6252.9,Yes,Very Loyal,Married,5
5545,Male,youth,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No,21,Yes,Month-to-month,No,Bank transfer (automatic),86.55,1857.25,No,Somewhat Loyal,Married,2
5546,Male,old,No,No,unknown,DSL,Yes,Yes,No,Yes,No,No,4,No,Month-to-month,No,Mailed check,42.4,146.4,No,New,Single,3
5547,Female,old,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,3,Yes,Month-to-month,Yes,Electronic check,89.45,240.45,Yes,New,Single,2
5548,Male,old,Yes,No,Yes,No,No,No,No,No,No,No,70,Yes,Two year,No,Bank transfer (automatic),24.25,1724.15,No,Very Loyal,Married,0
5549,Female,old,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,3,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,Yes,New,Single,4
5550,Male,youth,No,No,No,No,No,No,No,No,No,No,21,Yes,One year,No,Bank transfer (automatic),20.5,429.55,No,Somewhat Loyal,Single,0
5551,Male,old,No,No,No,No,No,No,No,No,No,No,20,Yes,Month-to-month,Yes,Credit card (automatic),19.6,356.15,No,Somewhat Loyal,Single,0
5552,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,22,Yes,One year,No,Bank transfer (automatic),20.25,488.25,No,Somewhat Loyal,Married With Dependents ,0
5553,Male,old,No,No,No,DSL,No,No,No,No,No,Yes,1,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,Yes,New,Single,1
5554,Female,old,No,No,No,No,No,No,No,No,No,No,63,Yes,Two year,Yes,Mailed check,20.6,1298.7,No,Very Loyal,Single,0
5555,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,70,Yes,Two year,No,Bank transfer (automatic),19.8,1378.75,No,Very Loyal,Married With Dependents ,0
5556,Male,old,No,No,No,Fiber optic,No,Yes,Yes,No,No,No,13,Yes,Month-to-month,Yes,Electronic check,79.8,973.45,Yes,Somewhat Loyal,Single,2
5557,Female,old,No,No,No,Fiber optic,No,No,No,No,Yes,No,5,Yes,Month-to-month,No,Electronic check,80.2,384.25,No,New,Single,1
5558,Female,old,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,No,Very Loyal,Married With Dependents ,6
5559,Female,old,No,No,unknown,DSL,No,Yes,No,No,No,No,13,No,Month-to-month,Yes,Electronic check,31.65,389.95,No,Somewhat Loyal,Single,1
5560,Male,old,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,61,Yes,Month-to-month,No,Credit card (automatic),94.15,5731.85,No,Very Loyal,Married,4
5561,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Electronic check,20.65,20.65,No,New,Single,0
5562,Female,youth,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,No,56,Yes,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,No,Very Loyal,Married,1
5563,Female,old,No,No,No,No,No,No,No,No,No,No,4,Yes,Month-to-month,No,Mailed check,20.15,84.5,No,New,Single,0
5564,Male,old,No,No,Yes,DSL,Yes,No,No,No,No,No,35,Yes,Two year,No,Mailed check,55.25,1924.1,No,Loyal,Single,1
5565,Female,old,Yes,No,unknown,DSL,No,No,Yes,No,Yes,No,18,No,Month-to-month,Yes,Electronic check,39.05,669.85,Yes,Somewhat Loyal,Married,2
5566,Male,old,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,72,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,No,Very Loyal,Married,4
5567,Female,youth,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,49,Yes,One year,No,Bank transfer (automatic),103.0,5166.2,No,Very Loyal,Single,5
5568,Female,old,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,44,Yes,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,No,Loyal,Married,4
5569,Female,youth,Yes,No,No,Fiber optic,No,No,No,Yes,Yes,No,3,Yes,Month-to-month,Yes,Mailed check,83.9,267.4,Yes,New,Married,2
5570,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,37,Yes,Month-to-month,Yes,Electronic check,95.15,3532.85,No,Loyal,Married With Dependents ,3
5571,Male,old,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,61,Yes,One year,Yes,Electronic check,79.8,4914.8,No,Very Loyal,Married,4
5572,Male,old,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,70,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,No,Very Loyal,Married,4
5573,Female,youth,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,New,Single,0
5574,Female,old,No,No,No,No,No,No,No,No,No,No,41,Yes,Month-to-month,No,Electronic check,20.45,775.6,No,Loyal,Single,0
5575,Male,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,70,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,No,Very Loyal,Married With Dependents ,5
5576,Female,old,No,No,No,DSL,No,No,No,No,Yes,No,1,Yes,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,New,Single,1
5577,Male,old,No,No,No,No,No,No,No,No,No,No,51,Yes,One year,No,Electronic check,19.1,1007.8,No,Very Loyal,Single,0
5578,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,42,Yes,Two year,No,Mailed check,20.0,833.55,No,Loyal,Married With Dependents ,0
5579,Female,old,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,70,Yes,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes,Very Loyal,Married With Dependents ,4
5580,Male,old,No,No,No,No,No,No,No,No,No,No,48,Yes,One year,No,Bank transfer (automatic),19.95,1004.5,No,Loyal,Single,0
5581,Male,old,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,68,Yes,Two year,Yes,Electronic check,113.15,7856.0,Yes,Very Loyal,Married With Dependents ,6
5582,Female,old,No,No,Yes,No,No,No,No,No,No,No,48,Yes,Two year,No,Credit card (automatic),24.0,1183.05,No,Loyal,Single,0
5583,Female,youth,Yes,No,No,Fiber optic,No,Yes,No,No,No,Yes,26,Yes,Month-to-month,No,Electronic check,84.95,2169.75,Yes,Loyal,Married,2
5584,Male,old,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,11,Yes,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Yes,New,Married,1
5585,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,19.3,19.3,Yes,New,Single,0
5586,Female,old,No,No,No,No,No,No,No,No,No,No,27,Yes,One year,No,Mailed check,19.15,501.35,No,Loyal,Single,0
5587,Female,youth,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,46,Yes,One year,Yes,Bank transfer (automatic),91.3,4126.35,No,Loyal,Single,3
5588,Male,old,No,No,No,DSL,No,No,Yes,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,49.65,49.65,Yes,New,Single,1
5589,Female,old,No,No,No,DSL,No,No,Yes,Yes,No,No,46,Yes,Two year,No,Credit card (automatic),54.35,2460.15,Yes,Loyal,Single,2
5590,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,25,Yes,Month-to-month,Yes,Mailed check,19.15,477.6,No,Loyal,Married With Dependents ,0
5591,Male,old,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,4,Yes,Month-to-month,Yes,Electronic check,88.45,370.65,Yes,New,Single,2
5592,Male,old,No,No,No,No,No,No,No,No,No,No,13,Yes,Two year,No,Mailed check,19.75,265.75,No,Somewhat Loyal,Single,0
5593,Male,old,Yes,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,31,Yes,One year,Yes,Credit card (automatic),75.5,2424.45,No,Loyal,Married,5
5594,Female,old,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,23,Yes,Month-to-month,Yes,Electronic check,83.75,1849.95,No,Somewhat Loyal,Married With Dependents ,1
5595,Female,old,No,No,No,No,No,No,No,No,No,No,2,Yes,Month-to-month,No,Mailed check,19.4,61.05,No,New,Single,0
5596,Female,old,No,No,Yes,No,No,No,No,No,No,No,65,Yes,Two year,No,Bank transfer (automatic),26.5,1698.55,No,Very Loyal,Single,0
5597,Male,youth,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,22,Yes,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,Yes,Somewhat Loyal,Single,2
5598,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,55,Yes,One year,No,Credit card (automatic),19.15,998.1,No,Very Loyal,Married With Dependents ,0
5599,Male,old,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,9,Yes,Month-to-month,Yes,Mailed check,94.85,890.6,Yes,New,Married,4
5600,Male,old,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,7,Yes,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5,Yes,New,Married With Dependents ,0
5601,Female,old,Yes,Yes,unknown,DSL,No,No,No,Yes,Yes,No,35,No,One year,No,Mailed check,40.9,1383.6,No,Loyal,Married With Dependents ,2
5602,Male,old,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,6,Yes,Two year,Yes,Mailed check,80.25,493.4,No,New,Single,5
5603,Female,old,No,No,No,DSL,Yes,No,No,No,No,No,1,Yes,Month-to-month,Yes,Credit card (automatic),48.6,48.6,Yes,New,Single,1
5604,Male,old,No,No,No,Fiber optic,No,No,No,No,No,No,17,Yes,Month-to-month,Yes,Electronic check,70.8,1207.0,No,Somewhat Loyal,Single,0
5605,Male,old,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,10,Yes,Month-to-month,No,Mailed check,60.2,563.5,No,New,Married With Dependents ,2
5606,Male,old,No,Yes,No,DSL,No,No,Yes,Yes,No,No,15,Yes,One year,No,Credit card (automatic),55.2,864.55,No,Somewhat Loyal,Singe With Dependents,2
5607,Female,youth,No,No,unknown,DSL,Yes,Yes,No,No,Yes,Yes,40,No,Month-to-month,Yes,Electronic check,55.8,2109.35,Yes,Loyal,Single,4
5608,Female,old,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,13,Yes,One year,No,Bank transfer (automatic),54.15,701.05,No,Somewhat Loyal,Married With Dependents ,2
5609,Male,old,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,29,Yes,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,Yes,Loyal,Married,1
5610,Female,old,No,No,Yes,Fiber optic,No,No,No,No,No,No,3,Yes,Month-to-month,Yes,Electronic check,75.5,220.6,Yes,New,Single,0
5611,Female,youth,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,58,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,5749.8,No,Very Loyal,Married,3
5612,Female,old,No,No,No,DSL,Yes,Yes,No,Yes,No,No,45,Yes,One year,Yes,Credit card (automatic),62.55,2796.45,No,Loyal,Single,3
5613,Female,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,72,Yes,Two year,Yes,Bank transfer (automatic),70.45,5165.7,No,Very Loyal,Married With Dependents ,4
5614,Male,old,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,68,Yes,One year,Yes,Bank transfer (automatic),85.5,5696.6,No,Very Loyal,Married With Dependents ,2
5615,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,New,Single,0
5616,Female,old,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,38,Yes,Month-to-month,No,Electronic check,54.5,2076.05,No,Loyal,Married With Dependents ,2
5617,Male,old,No,No,No,No,No,No,No,No,No,No,2,Yes,Month-to-month,No,Mailed check,20.75,44.2,No,New,Single,0
5618,Male,old,No,No,No,No,No,No,No,No,No,No,11,Yes,Month-to-month,No,Mailed check,20.35,215.25,No,New,Single,0
5619,Female,youth,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,20,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,No,Somewhat Loyal,Married,2
5620,Male,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),104.8,7470.1,No,Very Loyal,Married,4
5621,Female,old,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,3,Yes,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Yes,New,Married,0
5622,Male,old,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,23,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,Yes,Somewhat Loyal,Single,4
5623,Male,old,No,No,No,DSL,No,No,No,Yes,No,No,40,Yes,Month-to-month,Yes,Electronic check,51.1,2092.9,No,Loyal,Single,1
5624,Male,youth,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,62,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,No,Very Loyal,Married,2
5625,Female,old,No,Yes,No,No,No,No,No,No,No,No,22,Yes,Month-to-month,Yes,Electronic check,20.55,469.85,No,Somewhat Loyal,Singe With Dependents,0
5626,Female,old,No,No,No,DSL,Yes,No,Yes,No,No,Yes,11,Yes,Month-to-month,No,Bank transfer (automatic),64.05,733.95,No,New,Single,3
5627,Male,youth,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,7,Yes,Month-to-month,Yes,Electronic check,74.85,485.25,No,New,Married,0
5628,Female,old,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,13,Yes,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes,Somewhat Loyal,Single,3
5629,Male,youth,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,20.05,20.05,Yes,New,Single,0
5630,Female,old,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,39,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,Yes,Loyal,Single,4
5631,Male,old,Yes,No,unknown,DSL,No,No,No,No,No,No,3,No,Month-to-month,No,Mailed check,25.0,78.25,No,New,Married,0
5632,Male,old,No,No,No,No,No,No,No,No,No,No,58,Yes,Two year,No,Credit card (automatic),20.3,1131.5,No,Very Loyal,Single,0
5633,Male,old,No,Yes,Yes,No,No,No,No,No,No,No,6,Yes,Month-to-month,No,Mailed check,26.35,184.05,No,New,Singe With Dependents,0
5634,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,19.9,19.9,Yes,New,Married With Dependents ,0
